State:Population:Area In Square Km:Density Per Square Km
Uttar Pradesh:236304129:243286:828
Uttarakhand:11701989:53483:189
Jammu and Kashmir:15224150:222236:124
Madhya Pradesh:83683604:308252:236
Maharashtra:123144223:307713:365
